group_a,group_b,n_a,n_b,mean_a,mean_b,mean_difference_a_minus_b,df,games_howell_q,p_adjusted,ci95_low,ci95_high,significant_05
LAR,LMK,445,350,-0.024334687559620594,-0.08023953099503012,0.055904843435409524,734.3485754599669,1.1250412565436199,0.9,-0.2074151651191673,0.31922485198998635,False
LAR,LMT,445,320,-0.024334687559620594,0.14586794085488472,-0.1702026284145053,712.3794017862042,3.548749599807569,0.7195685805869678,-0.4243864124915896,0.083981155662579,False
LAR,LNA,445,53,-0.024334687559620594,0.049853923511436075,-0.07418861107105668,63.82389508072343,0.7214883028080861,0.9,-0.6422057129818391,0.4938284908397258,False
LAR,LNI,445,550,-0.024334687559620594,0.08948634996746929,-0.11382103752708989,914.8026628322015,2.72182529927972,0.9,-0.335242244806245,0.10760016975206521,False
LAR,LNM,445,249,-0.024334687559620594,0.1897160793622633,-0.2140507669218839,526.005982659436,4.057176463106265,0.4781915984785261,-0.49407112101200634,0.06596958716823853,False
LAR,LPM,445,30,-0.024334687559620594,-0.6306420084823933,0.6063073209227727,30.913746318452755,3.3420395752776013,0.7914095766604882,-0.44381087106389727,1.6564255129094427,False
LAR,LQI,445,151,-0.024334687559620594,0.051276834171544314,-0.07561152173116491,242.83532598733558,1.1142743367668546,0.9,-0.43813243436386295,0.2869093909015331,False
LAR,LRT,445,96,-0.024334687559620594,-0.010004075565431883,-0.01433061199418871,131.56671504748292,0.17426536866858353,0.9,-0.4581612742228341,0.42950005023445664,False
LAT,LBC,368,118,0.11367028247240726,0.16834546284365012,-0.05467518037124286,230.32361460752702,0.855347366977096,0.9,-0.3963952953913238,0.28704493464883807,False
LAT,LBI,368,152,0.11367028247240726,-0.013095203529201046,0.1267654860016083,272.01560101432824,1.8755303627405648,0.9,-0.23385430362401555,0.48738527562723216,False
LAT,LBM,368,199,0.11367028247240726,0.24645212254046922,-0.13278184006806196,436.72123558005626,2.3368149921593755,0.9,-0.43471469493029113,0.1691510147941672,False
LAT,LBN,368,281,0.11367028247240726,0.06019957155046157,0.05347071092194569,595.019900704866,0.9762458035813435,0.9,-0.2370452293161797,0.3439866511600711,False
LAT,LCN,368,160,0.11367028247240726,-0.06258337886373014,0.1762536613361374,320.12921235453985,2.8472983231955036,0.9,-0.15348559593976757,0.5059929186120424,False
LAT,LCS,368,86,0.11367028247240726,0.13427155696613866,-0.020601274493731392,124.10895901118212,0.24381283195929213,0.9,-0.4772460444648557,0.4360434954773929,False
LAT,LDS,368,87,0.11367028247240726,0.16519137399324457,-0.05152109152083731,127.80803645779129,0.6230076441435883,0.9,-0.4981408818847908,0.3950986988431162,False
LAT,LEC,368,174,0.11367028247240726,0.0982592723335203,0.01541101013888696,349.4127533580326,0.25105506344335976,0.9,-0.31132135130930977,0.3421433715870837,False
LAT,LFA,368,138,0.11367028247240726,0.02878708228705744,0.08488320018534982,249.86643222936328,1.26303348989048,0.9,-0.2740354809307213,0.44380188130142095,False
LAT,LFB,368,131,0.11367028247240726,-0.07480022920394803,0.1884705116763553,222.27818532339327,2.651440986001977,0.9,-0.19170560674128806,0.5686466300939987,False
LAT,LFP,368,343,0.11367028247240726,-0.032261941928111215,0.14593222440051848,699.6131924648113,2.784973893230887,0.9,-0.13179597593553974,0.4236604247365767,False
LAT,LHR,368,178,0.11367028247240726,-0.1310047931792722,0.24467507565167945,318.1079777807323,3.642862871581949,0.6745062221029372,-0.11312284325513272,0.6024729945584917,False
LAT,LIC,368,222,0.11367028247240726,0.021469345692512604,0.09220093677989466,454.5061111011056,1.560609763988847,0.9,-0.22164895189224676,0.4060508254520361,False
LAT,LII,368,361,0.11367028247240726,0.18254949359558295,-0.06887921112317569,708.9970919186724,1.4821214523515809,0.9,-0.31518233840481313,0.17742391615846173,False
LAT,LIM,368,201,0.11367028247240726,-0.0041591995166991086,0.11782948198910637,382.612001054273,1.862965330026255,0.9,-0.21857424130928138,0.4542332052874941,False
LAT,LIN,368,64,0.11367028247240726,0.04254897173690638,0.07112131073550088,86.25889978953629,0.7689918257055343,0.9,-0.433839907848823,0.5760825293198247,False
LAT,LIS,368,271,0.11367028247240726,-0.00518103127124314,0.1188513137436504,551.0146281837054,2.06458789115703,0.9,-0.18661012778427863,0.4243127552715794,False
LAT,LIY,368,34,0.11367028247240726,-0.201574093566915,0.31524437603932226,36.71142967503283,2.0237481940741437,0.9,-0.5737741144013351,1.2042628664799797,False
LAT,LMK,368,350,0.11367028247240726,-0.08023953099503012,0.19390981346743738,710.4335361896068,3.7349299931749522,0.6312579388953414,-0.08124632548788871,0.4690659524227635,False
LAT,LMT,368,320,0.11367028247240726,0.14586794085488472,-0.032197658382477456,682.5725996114585,0.6405640282617605,0.9,-0.2986365240052364,0.23424120724028147,False
LAT,LNA,368,53,0.11367028247240726,0.049853923511436075,0.06381635896097118,66.51131736454803,0.6140826280549763,0.9,-0.5092084052511234,0.6368411231730657,False
LAT,LNI,368,550,0.11367028247240726,0.08948634996746929,0.02418393250493797,740.5479390277501,0.5441843306232312,0.9,-0.21130423349411476,0.2596720985039907,False
LAT,LNM,368,249,0.11367028247240726,0.1897160793622633,-0.07604579688985605,543.930052861288,1.3861599745984283,0.9,-0.3671698152956445,0.2150782215159324,False
LAT,LPM,368,30,0.11367028247240726,-0.6306420084823933,0.7443122909548006,31.338482860841097,4.088711074294961,0.48965783928582496,-0.30813744176019475,1.7967620236697959,False
LAT,LQI,368,151,0.11367028247240726,0.051276834171544314,0.06239344830086295,261.5206096664427,0.8976929834938282,0.9,-0.30860527634710727,0.4333921729488332,False
LAT,LRT,368,96,0.11367028247240726,-0.010004075565431883,0.12367435803783915,139.7434647718298,1.4793817684057826,0.9,-0.3269350004426963,0.5742837165183746,False
LBC,LBI,118,152,0.16834546284365012,-0.013095203529201046,0.18144066637285117,267.3692511625369,2.3175031094271006,0.9,-0.23635951979620273,0.5992408525419051,False
LBC,LBM,118,199,0.16834546284365012,0.24645212254046922,-0.0781066596968191,261.70140597664334,1.128552732615151,0.9,-0.4475297955822529,0.2913164761886148,False
LBC,LBN,118,281,0.16834546284365012,0.06019957155046157,0.10814589129318855,263.59438187876566,1.6012908464003142,0.9,-0.2523186959716843,0.46861047855806137,False
LBC,LCN,118,160,0.16834546284365012,-0.06258337886373014,0.23092884170738026,265.2167541857363,3.144545969511479,0.9,-0.16100553960519232,0.6228632230199529,False
LBC,LCS,118,86,0.16834546284365012,0.13427155696613866,0.03407390587751147,159.539866250981,0.3652921900551892,0.9,-0.46740940383072305,0.535557215585746,False
LBC,LDS,118,87,0.16834546284365012,0.16519137399324457,0.003154088850405551,164.19655275418464,0.03441369973084109,0.9,-0.48932951950800974,0.4956376972088208,False
LBC,LEC,118,174,0.16834546284365012,0.0982592723335203,0.07008619051012982,271.9545302138399,0.9600510998883623,0.9,-0.31941769133027353,0.4595900723505332,False
LBC,LFA,118,138,0.16834546284365012,0.02878708228705744,0.1395583805565927,253.98411099008825,1.7901105194386036,0.9,-0.2767185599040183,0.5558353210172037,False
LBC,LFB,118,131,0.16834546284365012,-0.07480022920394803,0.24314569204759817,244.8520143613664,2.98975837178049,0.9,-0.19128888128450622,0.6775802653797025,False
LBC,LFP,118,343,0.16834546284365012,-0.032261941928111215,0.20060740477176134,248.73772666508643,3.056746142330552,0.9,-0.14990224120115822,0.5511170507446809,False
LBC,LHR,118,178,0.16834546284365012,-0.1310047931792722,0.2993502560229223,288.5886048527124,3.8414635620383377,0.5814099357115301,-0.11616356476562917,0.7148640768114738,False
LBC,LIC,118,222,0.16834546284365012,0.021469345692512604,0.14687611715113752,281.65362745263855,2.066483012186017,0.9,-0.23220405154217988,0.5259562858444549,False
LBC,LII,118,361,0.16834546284365012,0.18254949359558295,-0.014204030751932828,196.73137157041555,0.23285188408227145,0.9,-0.3410175274068236,0.31260946590295796,False
LBC,LIM,118,201,0.16834546284365012,-0.0041591995166991086,0.17250466236034923,292.838026313563,2.3131324050041226,0.9,-0.22508817743352555,0.5700975021542241,False
LBC,LIN,118,64,0.16834546284365012,0.04254897173690638,0.12579649110674374,112.18294750381042,1.2507934968469658,0.9,-0.41908632541360624,0.6706793076270937,False
LBC,LIS,118,271,0.16834546284365012,-0.00518103127124314,0.17352649411489326,283.8494342400094,2.485254166881964,0.9,-0.19884083109735337,0.5458938193271399,False
LBC,LIY,118,34,0.16834546284365012,-0.201574093566915,0.3699195564105651,41.422785511937306,2.301843879246062,0.9,-0.5393616851875012,1.2792007980086313,False
LBC,LMK,118,350,0.16834546284365012,-0.08023953099503012,0.24858499383868024,244.76721640708496,3.810104578098352,0.5962366002732973,-0.09993982568812446,0.597109813365485,False
LBC,LMT,118,320,0.16834546284365012,0.14586794085488472,0.022477521988765403,228.42367376839744,0.3515641100742881,0.9,-0.3193545703505793,0.3643096143281101,False
LBC,LNA,118,53,0.16834546284365012,0.049853923511436075,0.11849153933221404,84.07294014626896,1.0657659122773555,0.9,-0.4890588594939437,0.7260419381583717,False
LBC,LNI,118,550,0.16834546284365012,0.08948634996746929,0.07885911287618083,181.05113991643887,1.3261155913685796,0.9,-0.24014702106364047,0.3978652468160021,False
LBC,LNM,118,249,0.16834546284365012,0.1897160793622633,-0.02137061651861319,259.69418565220485,0.3160918156613891,0.9,-0.3822810481026804,0.33953981506545394,False
LBC,LPM,118,30,0.16834546284365012,-0.6306420084823933,0.7989874713260434,34.29847102835545,4.289182297434754,0.4003113961929142,-0.2698077411101909,1.8677826837622777,False
LBC,LQI,118,151,0.16834546284365012,0.051276834171544314,0.11706862867210581,266.9864608933952,1.4642624834984481,0.9,-0.30959220212870797,0.5437294594729196,False
LBC,LRT,118,96,0.16834546284365012,-0.010004075565431883,0.17834953840908202,176.86785731712894,1.9288080366749591,0.9,-0.3178743557654703,0.6745734325836343,False
LBI,LBM,152,199,-0.013095203529201046,0.24645212254046922,-0.2595473260696703,302.4476390593455,3.5745147420932577,0.7065057538744918,-0.6465364829790039,0.12744183083966337,False
LBI,LBN,152,281,-0.013095203529201046,0.06019957155046157,-0.07329477507966262,305.8754326589575,1.0320623354233263,0.9,-0.45175389944443123,0.30516434928510594,False
LBI,LCN,152,160,-0.013095203529201046,-0.06258337886373014,0.049488175334529094,303.0716776712726,0.6456260995386018,0.9,-0.3590296180575783,0.4580059687266365,False
LBI,LCS,152,86,-0.013095203529201046,0.13427155696613866,-0.1473667604953397,176.14566184036215,1.537809621940338,0.9,-0.6616722159307489,0.3669386949400695,False
LBI,LDS,152,87,-0.013095203529201046,0.16519137399324457,-0.17828657752244562,181.8019250856106,1.8917018486777175,0.9,-0.6838381542950869,0.3272649992501957,False
LBI,LEC,152,174,-0.013095203529201046,0.0982592723335203,-0.11135447586272135,310.803000163008,1.4606841271262303,0.9,-0.5175516453871775,0.29484269366173477,False
LBI,LFA,152,138,-0.013095203529201046,0.02878708228705744,-0.04188228581625848,287.52177702472596,0.5170967732852455,0.9,-0.4737766713235126,0.39001209969099565,False
LBI,LFB,152,131,-0.013095203529201046,-0.07480022920394803,0.06170502567474699,275.33842476342807,0.7324963161922703,0.9,-0.38769281476451195,0.5111028661140059,False
LBI,LFP,152,343,-0.013095203529201046,-0.032261941928111215,0.01916673839891017,291.0388712071682,0.2769562437673911,0.9,-0.3498127979546446,0.388146274752465,False
LBI,LHR,152,178,-0.013095203529201046,-0.1310047931792722,0.11790958965007114,325.46507366605596,1.4563626510100887,0.9,-0.31329112731393965,0.5491103066140819,False
LBI,LIC,152,222,-0.013095203529201046,0.021469345692512604,-0.03456454922171365,322.9099643954917,0.46463297070119686,0.9,-0.4307986929758407,0.36166959453241343,False
LBI,LII,152,361,-0.013095203529201046,0.18254949359558295,-0.195644697124784,236.78829371301654,3.017658442177744,0.9,-0.5421177907194764,0.15082839646990842,False
LBI,LIM,152,201,-0.013095203529201046,-0.0041591995166991086,-0.008936004012501938,332.5000230631201,0.11494327744953028,0.9,-0.4229131551136578,0.4050411470886539,False
LBI,LIN,152,64,-0.013095203529201046,0.04254897173690638,-0.055644175266107425,122.56742286486187,0.5405323847667003,0.9,-0.6121464474966354,0.5008580969644205,False
LBI,LIS,152,271,-0.013095203529201046,-0.00518103127124314,-0.007914172257957906,326.2884613440482,0.10812465411408631,0.9,-0.397740093498998,0.38191174898308217,False
LBI,LIY,152,34,-0.013095203529201046,-0.201574093566915,0.18847889003771395,42.97311235842598,1.1620193442843727,0.9,-0.7270147589959872,1.103972539071415,False
LBI,LMK,152,350,-0.013095203529201046,-0.08023953099503012,0.06714432746582907,286.9604011688472,0.9753572742122419,0.9,-0.299946317436558,0.43423497236821607,False
LBI,LMT,152,320,-0.013095203529201046,0.14586794085488472,-0.15896314438408576,269.88249531734016,2.3514376964434196,0.9,-0.5196852481478222,0.20175895937965072,False
LBI,LNA,152,53,-0.013095203529201046,0.049853923511436075,-0.06294912704063713,90.55092784794479,0.5554593763935782,0.9,-0.6807234779262501,0.5548252238449758,False
LBI,LNI,152,550,-0.013095203529201046,0.08948634996746929,-0.10258155349667034,220.2991409149876,1.618208098584239,0.9,-0.4416675467688749,0.23650443977553418,False
LBI,LNM,152,249,-0.013095203529201046,0.1897160793622633,-0.20281128289146436,301.518342912229,2.853023557534719,0.9,-0.5816890578718076,0.1760664920888789,False
LBI,LPM,152,30,-0.013095203529201046,-0.6306420084823933,0.6175468049531923,35.25431859947683,3.292357038349082,0.813833624265577,-0.45629547135767345,1.691389081264058,False
LBI,LQI,152,151,-0.013095203529201046,0.051276834171544314,-0.06437203770074536,300.4821454418973,0.7763890530665132,0.9,-0.5062932724119522,0.37754919701046147,False
LBI,LRT,152,96,-0.013095203529201046,-0.010004075565431883,-0.0030911279637691625,195.3834465948543,0.03252500720112576,0.9,-0.5123192547853812,0.5061369988578428,False
LBM,LBN,199,281,0.24645212254046922,0.06019957155046157,0.18625255099000765,452.6155861652616,3.0603438720691942,0.9,-0.13706164124510167,0.509566743225117,False
LBM,LCN,199,160,0.24645212254046922,-0.06258337886373014,0.30903550140419933,336.9899299910646,4.588582577890607,0.22107099933732177,-0.04955193416834547,0.6676229369767441,False
LBM,LCS,199,86,0.24645212254046922,0.13427155696613866,0.11218056557433057,144.4500191985345,1.2666585080152402,0.9,-0.3648690215902549,0.5892301527389161,False
LBM,LDS,199,87,0.24645212254046922,0.16519137399324457,0.08126074854722465,149.28066917561145,0.935649385953194,0.9,-0.3862473766044125,0.5487688736988618,False
LBM,LEC,199,174,0.24645212254046922,0.0982592723335203,0.14819285020694892,358.27901822205547,2.216006533112163,0.9,-0.2076804871775442,0.5040661875914421,False
LBM,LFA,199,138,0.24645212254046922,0.02878708228705744,0.21766504025341177,281.47385944768877,3.0125052648893385,0.9,-0.16770281818838567,0.6030328986952092,False
LBM,LFB,199,131,0.24645212254046922,-0.07480022920394803,0.32125235174441724,254.839147172402,4.234089452150691,0.3862095338874143,-0.08386018419043956,0.7263648876792741,False
LBM,LFP,199,343,0.24645212254046922,-0.032261941928111215,0.27871406446858044,458.3892306016943,4.745323298792105,0.1654441520844987,-0.03328271142137468,0.5907108403585355,False
LBM,LHR,199,178,0.24645212254046922,-0.1310047931792722,0.3774569157197414,343.5825437548219,5.226746241050118,0.06268209305201822,-0.006982800710088777,0.7618966321495715,False
LBM,LIC,199,222,0.24645212254046922,0.021469345692512604,0.22498277684795662,418.97629398181823,3.473856194854079,0.7543767515067641,-0.11925454668983451,0.5692201003857478,False
LBM,LII,199,361,0.24645212254046922,0.18254949359558295,0.06390262894488627,376.80460415979445,1.1941246664592162,0.9,-0.2207612233016593,0.34856648119143185,False
LBM,LIM,199,201,0.24645212254046922,-0.0041591995166991086,0.25061132205716835,388.18563733603537,3.6538523656645814,0.6694710312422348,-0.11415366960482198,0.6153763137191587,False
LBM,LIN,199,64,0.24645212254046922,0.04254897173690638,0.20390315080356283,99.26466837428751,2.119198263759443,0.9,-0.3191307535349104,0.726937055142036,False
LBM,LIS,199,271,0.24645212254046922,-0.00518103127124314,0.25163315381171236,459.7160370933384,3.96979324610316,0.520404566901231,-0.08507134051787851,0.5883376481413032,False
LBM,LIY,199,34,0.24645212254046922,-0.201574093566915,0.44802621610738425,38.835749420998795,2.8353207911596474,0.9,-0.45006376132250847,1.346116193537277,False
LBM,LMK,199,350,0.24645212254046922,-0.08023953099503012,0.32669165353549934,454.7454083375663,5.60315683974994,0.024611202562442536,0.016960608294747548,0.6364226987762511,True
LBM,LMT,199,320,0.24645212254046922,0.14586794085488472,0.1005841816855845,425.31424528829274,1.7696753587960201,0.9,-0.2014881496334697,0.40265651300463867,False
LBM,LNA,199,53,0.24645212254046922,0.049853923511436075,0.19659819902903314,74.81732430553994,1.8329958309126222,0.9,-0.3919888732826999,0.7851852713407661,False
LBM,LNI,199,550,0.24645212254046922,0.08948634996746929,0.15696577257299993,350.8968658436365,3.03264152898583,0.9,-0.11851950742763073,0.4324510525736306,False
LBM,LNM,199,249,0.24645212254046922,0.1897160793622633,0.05673604317820591,433.16079012706933,0.9310131101482331,0.9,-0.267098694560506,0.3805707809169178,False
LBM,LPM,199,30,0.24645212254046922,-0.6306420084823933,0.8770941310228625,32.669962112121866,4.767741829459183,0.22478573750892594,-0.1826672880531125,1.9368555500988376,False
LBM,LQI,199,151,0.24645212254046922,0.051276834171544314,0.1951752883689249,293.37174441008403,2.6234493835131674,0.9,-0.2014518251911699,0.5918024019290197,False
LBM,LRT,199,96,0.24645212254046922,-0.010004075565431883,0.2564561981059011,162.26474920065849,2.9239698251786037,0.9,-0.21493516267841994,0.7278475588902221,False
LBN,LCN,281,160,0.06019957155046157,-0.06258337886373014,0.12278295041419171,354.6560094208557,1.8708786627027076,0.9,-0.22649263917431514,0.47205854000269853,False
LBN,LCS,281,86,0.06019957155046157,0.13427155696613866,-0.07407198541567708,139.00112848493717,0.8488349276927679,0.9,-0.5444856645154572,0.3963416936841031,False
LBN,LDS,281,87,0.06019957155046157,0.16519137399324457,-0.104991802442783,143.65947397617498,1.2276521189748153,0.9,-0.5657083266538028,0.35572472176823683,False
LBN,LEC,281,174,0.06019957155046157,0.0982592723335203,-0.03805970078305873,382.48219157782216,0.5842665233100957,0.9,-0.3845308705864219,0.30841146902030436,False
LBN,LFA,281,138,0.06019957155046157,0.02878708228705744,0.031412489263404134,282.8961973224358,0.44460195446419243,0.9,-0.3453978028231411,0.4082227813499493,False
LBN,LFB,281,131,0.06019957155046157,-0.07480022920394803,0.1349998007544096,251.92972583532483,1.815733171972415,0.9,-0.26203484385260134,0.5320344453614205,False
LBN,LFP,281,343,0.06019957155046157,-0.032261941928111215,0.09246151347857279,602.5860004820194,1.6291727673472303,0.9,-0.2085477784860834,0.393470805443229,False
LBN,LHR,281,178,0.06019957155046157,-0.1310047931792722,0.19120436472973376,353.11017285440516,2.707709219640014,0.9,-0.18462213027155397,0.5670308597310215,False
LBN,LIC,281,222,0.06019957155046157,0.021469345692512604,0.03873022585794897,473.03457676432714,0.6150221614549215,0.9,-0.29571849312360454,0.37317894483950254,False
LBN,LII,281,361,0.06019957155046157,0.18254949359558295,-0.12234992204512138,533.2759320827502,2.3834861525627713,0.9,-0.3947796260857249,0.15007978199548214,False
LBN,LIM,281,201,0.06019957155046157,-0.0041591995166991086,0.06435877106716067,415.0095943547037,0.9620170206746811,0.9,-0.29125190273796164,0.41996944487228294,False
LBN,LIN,281,64,0.06019957155046157,0.04254897173690638,0.01765059981355519,95.38569135100241,0.18575490300453978,0.9,-0.49949213657815483,0.5347933362052653,False
LBN,LIS,281,271,0.06019957155046157,-0.00518103127124314,0.06538060282170471,544.4397790302627,1.0621312802356628,0.9,-0.2612709182614041,0.3920321239048135,False
LBN,LIY,281,34,0.06019957155046157,-0.201574093566915,0.26177366511737654,38.148182285715905,1.6642683320702618,0.9,-0.6333496021490729,1.1568969323838258,False
